student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
201,21,Other,High School,4.45,1.09,0.43,3.94,1.64,6.84,7.68,111,276,1,1,Average,5,9.6,4.97,22.09,29.17
202,22,Other,High School,4.2,1.71,1.52,4.52,0.52,8.04,8.46,1,226,0,1,Average,7,7.04,12.04,20.71,22.62
203,19,Male,High School,2.49,1.45,2.28,4.54,4.48,4.8,2.23,119,72,1,0,Average,3,4.92,5.22,17.91,4.93
204,17,Male,High School,5.12,1.26,0.0,3.49,2.95,7.3,6.83,66,0,1,0,Poor,7,16.29,22.86,30.06,21.4
205,25,Other,High School,3.15,3.13,1.42,3.94,2.61,5.85,9.84,117,223,1,0,Good,10,9.02,29.18,26.22,18.58
206,16,Male,High School,3.91,2.28,0.86,2.92,0.36,8.51,4.32,128,333,1,1,Good,9,24.92,0.0,28.48,31.05
207,18,Female,High School,7.46,0.99,1.24,3.47,1.17,6.91,7.33,49,249,0,1,Good,2,12.94,11.16,29.3,24.06
208,17,Other,High School,6.35,0.0,3.5,4.71,0.37,7.12,3.79,0,404,0,0,Poor,4,14.28,11.48,20.99,24.18
209,19,Male,High School,5.12,4.37,1.1,5.96,0.86,9.49,7.04,59,377,1,1,Average,9,18.02,6.93,23.17,19.73
210,22,Other,High School,5.4,1.78,0.73,2.54,0.0,6.12,8.09,38,170,0,1,Good,2,19.91,13.16,28.63,22.15
211,19,Other,High School,5.77,2.24,1.68,2.86,0.55,6.22,9.33,10,114,1,0,Good,9,7.47,17.04,42.68,40.7
212,19,Female,High School,5.55,3.39,2.38,1.77,2.22,7.23,10.68,103,94,0,0,Average,5,21.98,14.94,30.59,34.95
213,18,Other,High School,2.75,1.77,0.73,4.8,0.98,5.81,4.31,150,135,0,0,Poor,9,5.73,21.73,31.36,28.67
214,16,Other,High School,3.97,1.28,1.31,2.94,3.94,6.66,11.95,54,427,1,0,Poor,9,11.89,35.56,30.56,25.02
215,21,Female,High School,0.0,3.46,2.2,2.9,1.18,6.69,7.73,82,0,0,1,Good,10,0.0,25.38,4.79,8.22
216,21,Male,High School,4.75,3.54,1.65,4.58,0.22,7.49,2.79,0,92,1,0,Average,10,20.1,0.0,41.35,32.01
217,20,Female,High School,6.32,3.01,3.17,3.38,1.63,6.03,11.19,3,358,1,0,Average,7,23.68,25.74,32.28,33.97
218,23,Other,High School,6.32,1.76,1.94,1.72,1.31,7.61,6.11,71,339,0,1,Average,10,19.96,0.57,44.96,50.61
219,17,Female,High School,2.6,1.02,2.37,1.83,2.29,7.35,6.56,11,0,1,0,Good,4,0.0,7.49,11.76,10.97
220,17,Other,High School,3.67,0.92,1.56,1.4,1.64,7.8,8.17,150,248,1,1,Average,4,7.18,0.0,26.58,23.92
221,22,Female,High School,4.01,1.2,1.19,0.0,0.0,5.13,13.48,91,495,1,0,Average,8,17.18,11.43,38.69,40.98
222,20,Male,High School,1.89,2.35,1.22,1.87,0.59,8.07,5.64,71,0,1,0,Poor,7,5.03,0.0,17.99,4.34
223,19,Other,High School,4.98,2.59,0.97,4.27,1.02,7.9,5.27,85,432,0,1,Poor,6,10.52,10.24,20.71,24.76
224,21,Female,High School,1.74,3.83,1.96,1.9,0.61,6.84,5.81,63,0,1,0,Average,2,18.96,0.0,12.97,3.96
225,21,Other,High School,7.73,1.85,1.49,1.55,2.17,5.02,7.98,16,0,1,1,Poor,9,30.01,13.65,38.15,51.97
226,19,Male,High School,5.95,1.83,2.66,5.27,1.81,6.45,11.11,86,500,1,0,Poor,10,19.66,23.43,38.03,39.5
227,21,Female,High School,9.02,1.83,0.87,2.04,0.6,6.96,3.87,41,325,0,1,Good,7,35.55,0.0,48.42,43.4
228,17,Female,High School,5.86,2.75,3.42,3.35,2.56,6.35,8.0,31,267,0,1,Good,9,16.8,34.41,41.17,37.42
229,21,Other,High School,1.0,3.27,2.6,2.7,3.08,6.43,4.93,150,0,0,0,Poor,3,3.26,12.86,4.84,8.19
230,18,Female,High School,6.45,2.23,1.71,1.7,1.8,6.18,9.99,85,43,0,1,Good,3,19.87,14.38,36.37,27.49
231,20,Male,High School,2.87,3.61,2.19,1.02,0.13,4.0,5.95,93,24,0,0,Good,3,18.71,20.97,17.73,17.48
232,20,Other,High School,6.19,2.1,1.31,2.83,1.49,8.29,2.63,51,40,1,0,Good,2,24.56,0.0,36.49,32.48
233,20,Other,High School,3.35,2.48,2.67,1.54,2.34,6.35,5.31,0,167,0,0,Poor,1,8.2,22.71,16.79,18.79
234,21,Male,High School,4.75,0.0,2.16,3.54,0.51,8.02,7.13,29,153,0,0,Good,8,8.28,15.98,28.7,19.54
235,16,Other,High School,4.37,3.22,1.11,2.5,1.62,5.97,8.98,127,333,0,0,Average,9,13.54,9.65,33.77,20.56
236,17,Male,High School,4.27,1.57,3.79,4.21,2.18,9.62,6.57,85,134,0,1,Average,6,7.86,18.1,35.96,38.74
237,18,Other,High School,5.18,0.75,2.23,2.58,0.46,6.55,6.83,99,440,0,1,Average,7,15.86,1.36,30.47,33.76
238,24,Other,High School,5.25,1.11,1.25,0.46,2.93,10.0,2.92,103,500,1,0,Average,7,19.19,0.0,39.23,39.29
239,20,Other,High School,5.46,2.02,2.61,3.75,1.55,6.76,4.89,64,0,1,1,Poor,6,16.12,24.95,28.13,34.71
240,17,Male,High School,4.51,2.29,1.7,2.33,1.02,8.7,6.41,94,131,0,0,Good,4,21.93,7.86,19.1,29.0
241,21,Female,High School,4.57,1.94,0.66,3.85,1.72,7.84,4.94,127,227,1,1,Poor,1,12.26,7.02,18.36,16.88
242,22,Female,High School,5.74,0.38,3.77,4.59,2.22,8.61,8.86,93,35,0,0,Average,10,11.64,39.03,33.99,36.4
243,23,Female,High School,6.47,2.76,0.84,2.09,2.72,7.75,9.31,75,500,1,1,Average,10,24.69,9.25,42.72,36.85
244,17,Female,High School,4.0,3.54,0.97,3.16,0.6,6.57,3.89,52,0,1,0,Poor,5,6.19,0.0,22.75,12.59
245,23,Male,High School,3.96,1.82,1.14,2.45,1.37,6.45,8.99,50,0,0,0,Good,1,4.02,2.73,5.85,14.97
246,17,Male,High School,3.39,1.81,3.09,2.21,1.57,6.13,9.65,80,41,0,0,Good,7,14.35,23.23,29.33,22.14
247,17,Female,High School,6.04,1.27,2.65,4.44,1.37,7.37,10.31,94,0,0,0,Poor,6,6.98,38.55,26.78,25.72
248,20,Other,High School,4.2,1.92,3.72,4.11,1.5,8.28,3.26,82,83,1,1,Average,2,11.7,8.46,21.22,22.68
249,16,Male,High School,4.89,2.57,1.3,1.07,1.05,7.02,3.72,67,0,0,0,Good,5,9.12,0.0,28.39,26.09
250,22,Female,High School,5.23,1.96,3.98,6.46,1.97,7.65,6.54,10,197,1,1,Good,8,11.66,50.18,24.62,24.62
251,17,Other,High School,5.23,2.76,0.0,2.54,2.32,7.79,9.22,71,308,0,0,Good,9,24.71,0.14,34.72,39.06
252,16,Female,High School,8.33,0.41,1.23,3.0,0.79,6.58,1.87,139,301,0,1,Poor,2,18.78,0.0,42.16,43.25
253,22,Other,High School,4.53,0.84,0.55,1.82,0.73,5.98,6.81,29,255,1,0,Poor,8,7.12,0.0,25.72,36.21
254,24,Female,High School,7.62,1.56,0.6,4.84,0.4,8.51,7.66,118,380,0,1,Good,6,18.4,9.95,37.54,39.31
255,21,Female,High School,0.0,1.78,1.2,3.7,1.27,7.89,8.59,140,0,1,1,Poor,9,0.0,2.11,13.4,13.88
256,22,Other,High School,5.46,0.94,0.8,3.73,1.13,8.29,8.69,150,44,0,1,Average,10,10.94,0.0,40.57,39.33
257,23,Female,High School,5.84,2.84,3.4,4.65,0.47,7.97,1.93,0,45,0,1,Poor,10,22.04,4.16,41.7,41.75
258,18,Male,High School,6.61,3.15,1.81,3.43,0.77,6.09,6.92,77,500,1,0,Good,7,19.65,22.9,25.07,29.49
259,18,Male,High School,2.69,3.3,0.69,4.1,1.23,6.45,5.18,103,364,1,1,Poor,6,14.65,11.08,26.9,32.84
260,21,Female,High School,7.88,0.99,3.02,5.04,1.52,10.0,5.24,126,202,0,0,Good,9,21.34,9.47,49.06,45.57
261,20,Other,High School,5.92,1.75,1.36,2.24,3.08,8.2,5.4,78,196,1,0,Good,1,23.48,0.0,27.37,29.65
262,21,Female,High School,3.05,2.19,1.0,1.18,1.77,9.3,1.41,131,249,1,0,Average,9,19.02,0.0,23.21,32.74
263,21,Male,High School,0.8,0.81,3.38,2.08,1.18,4.84,8.02,110,163,1,0,Poor,6,0.0,24.47,11.55,24.37
264,21,Other,High School,1.88,2.85,2.62,2.36,1.12,9.91,3.82,150,476,0,1,Poor,6,11.31,0.0,18.74,20.65
265,17,Male,High School,6.93,1.55,2.33,0.0,1.72,6.16,8.1,115,358,1,0,Good,9,34.6,4.7,35.6,39.25
266,16,Other,High School,5.0,3.22,1.33,2.94,1.47,5.51,3.84,150,258,1,1,Average,8,19.9,24.33,31.57,28.48
267,19,Female,High School,6.49,0.78,2.16,2.33,3.08,7.97,3.29,150,275,1,0,Average,3,11.18,7.51,27.96,29.82
268,23,Female,High School,2.15,3.51,1.65,4.07,0.22,8.19,3.75,22,59,1,1,Poor,7,1.2,19.43,16.45,13.1
269,21,Other,High School,7.2,3.14,3.39,3.98,1.53,6.6,9.24,52,93,1,1,Good,8,29.92,36.2,34.34,48.77
270,17,Female,High School,6.39,3.21,1.97,0.0,0.43,6.33,8.52,135,264,0,0,Good,6,32.51,0.0,38.96,41.67
271,16,Female,High School,6.04,1.5,1.28,0.54,1.78,6.28,5.27,30,35,0,0,Average,1,22.09,0.58,19.57,36.36
272,20,Other,High School,5.33,1.13,0.0,3.05,0.1,5.85,5.53,123,132,1,0,Average,6,24.32,3.03,28.36,28.9
273,20,Other,High School,5.27,1.91,2.55,4.16,0.39,6.72,5.08,28,402,1,0,Average,10,20.0,13.58,37.7,43.92
274,20,Female,High School,5.53,2.67,1.81,3.31,1.84,8.23,9.08,90,268,0,0,Poor,2,21.74,16.98,31.33,30.13
275,17,Male,High School,7.58,2.99,1.79,1.67,0.02,9.67,1.42,14,71,1,0,Poor,4,32.24,0.0,41.63,42.09
276,19,Male,High School,3.15,2.2,3.12,5.49,2.68,7.37,7.39,49,252,1,0,Average,10,4.69,23.71,19.94,19.15
277,21,Other,High School,4.63,1.15,0.43,1.83,3.1,9.12,2.24,126,274,0,1,Poor,9,5.09,0.0,36.69,43.63
278,17,Male,High School,9.09,2.02,2.78,2.4,1.72,7.97,8.02,129,222,1,1,Poor,8,28.78,18.72,41.17,64.46
279,17,Other,High School,7.06,1.63,0.0,5.78,1.2,5.9,6.47,115,24,0,0,Poor,6,23.95,13.67,31.11,44.86
280,19,Female,High School,3.04,3.56,3.28,4.1,2.46,8.53,4.59,86,239,0,0,Good,1,6.31,16.34,1.0,11.7
281,17,Male,High School,3.8,2.08,3.66,3.04,2.45,6.98,2.97,76,320,1,0,Average,10,15.28,14.32,31.48,30.57
282,23,Female,High School,7.42,1.5,0.1,4.36,2.25,7.23,2.7,43,217,1,0,Average,6,26.91,0.0,40.83,42.06
283,17,Other,High School,3.41,3.76,2.09,2.58,1.99,4.74,1.78,94,376,0,0,Good,7,11.31,12.15,19.42,35.1
284,18,Female,High School,3.01,1.14,1.37,4.77,2.97,7.12,5.34,63,128,1,0,Average,9,1.02,8.62,17.67,34.69
285,22,Other,High School,4.28,0.0,3.48,3.95,2.64,7.7,3.96,0,171,0,0,Average,2,13.28,4.46,14.0,20.24
286,16,Female,High School,5.1,2.16,1.51,3.31,1.69,5.28,6.02,105,347,1,1,Good,5,17.52,17.58,29.81,37.34
287,20,Male,High School,3.73,2.86,1.73,5.9,1.09,8.61,5.03,123,287,0,0,Poor,5,10.46,22.28,18.56,8.63
288,16,Male,High School,4.09,0.56,1.63,2.74,4.62,4.27,7.24,139,238,1,1,Average,4,17.02,31.34,12.44,20.59
289,23,Male,High School,4.77,0.56,3.14,1.3,1.14,7.0,7.88,147,176,0,1,Good,3,28.78,9.25,27.05,36.0
290,16,Female,High School,4.11,0.3,1.6,3.28,2.07,8.31,8.5,41,224,1,0,Good,2,8.7,12.91,20.98,22.64
291,17,Other,High School,7.23,3.07,1.3,1.59,1.65,6.92,3.87,31,30,1,0,Poor,1,22.78,0.0,37.29,34.98
292,20,Female,High School,4.03,1.97,2.71,2.31,1.46,4.84,1.0,142,207,0,1,Good,9,6.71,12.37,29.49,23.7
293,22,Male,High School,6.32,3.98,1.64,0.21,1.49,7.68,6.51,113,326,1,0,Average,5,27.21,0.81,30.49,41.37
294,19,Male,High School,6.51,1.68,1.62,3.61,0.95,8.84,9.3,138,207,0,1,Poor,6,23.82,24.33,26.15,33.83
295,19,Male,High School,2.47,2.16,2.26,1.25,2.62,6.56,7.12,61,367,0,1,Average,6,7.86,21.7,23.7,15.88
296,22,Other,High School,4.0,1.01,0.63,1.47,0.0,8.5,7.4,72,0,1,1,Average,4,8.54,0.0,26.81,24.24
297,19,Male,High School,5.86,1.79,2.63,2.12,0.97,7.34,3.06,113,374,1,1,Average,3,19.24,9.01,26.27,29.82
298,19,Other,High School,6.6,2.3,1.27,3.77,0.0,4.06,7.77,115,321,1,1,Good,4,27.42,27.33,34.37,31.97
299,18,Male,High School,8.66,1.77,3.05,2.26,3.05,7.55,5.73,44,81,1,0,Good,10,38.58,23.29,52.0,52.09
300,18,Other,High School,6.42,2.56,0.9,2.38,0.93,6.03,6.81,106,315,1,0,Poor,10,22.26,2.9,31.23,36.22
301,18,Other,High School,6.34,3.2,1.29,3.2,1.61,5.95,4.99,87,272,1,0,Average,2,22.31,13.47,20.83,30.19
302,20,Other,High School,1.83,2.27,0.0,0.59,1.58,4.43,10.92,147,275,1,1,Good,4,11.81,13.84,7.92,28.34
303,21,Male,High School,6.58,3.04,2.56,5.0,0.34,6.22,7.9,95,68,1,1,Good,8,20.46,31.43,36.89,34.66
304,21,Other,High School,4.33,1.72,2.07,3.67,3.02,7.21,8.57,0,446,1,0,Average,7,9.77,23.33,24.87,30.62
305,20,Male,High School,2.66,3.34,1.05,3.23,1.91,6.67,4.64,107,119,1,0,Poor,1,6.94,11.92,7.64,4.04
306,23,Male,High School,4.52,2.55,0.57,2.88,2.74,8.69,6.95,74,305,0,1,Good,10,12.59,3.8,28.52,32.45
307,22,Other,High School,3.0,1.26,0.79,6.09,3.86,7.41,3.07,38,112,1,1,Average,1,0.0,3.04,15.63,6.23
308,23,Other,High School,7.1,2.53,0.0,3.59,2.53,6.53,8.75,119,161,0,0,Poor,5,18.72,23.66,38.67,42.21
309,16,Male,High School,3.58,2.46,4.04,3.8,0.61,6.33,4.99,121,268,1,1,Average,7,19.87,19.09,27.37,34.04
310,18,Female,High School,2.44,2.29,3.35,4.62,2.07,6.27,10.8,100,115,1,0,Average,1,0.57,30.16,4.81,2.59
311,20,Male,High School,4.52,0.89,2.81,1.77,4.77,7.76,6.27,150,132,0,1,Good,9,4.92,11.34,28.21,30.81
312,19,Other,High School,4.21,4.03,1.25,3.88,1.67,6.53,6.59,106,384,1,0,Good,4,16.64,26.96,20.9,20.15
313,20,Female,High School,5.73,0.0,0.0,0.95,0.89,7.53,9.06,97,117,0,0,Poor,4,18.18,7.83,32.13,27.43
314,24,Other,High School,2.81,1.46,0.68,1.49,1.62,9.01,3.32,119,357,1,1,Average,9,5.98,0.0,24.78,33.48
315,17,Male,High School,6.42,1.47,2.88,0.58,2.09,6.93,6.09,91,276,0,0,Good,1,25.19,15.36,24.62,23.18
316,18,Male,High School,5.86,2.97,1.37,3.84,0.44,7.92,5.54,122,347,0,1,Poor,3,12.4,18.18,25.58,16.03
317,24,Female,High School,4.53,2.07,0.96,4.22,1.65,7.16,4.83,83,361,0,0,Poor,7,13.8,6.85,34.9,30.62
318,19,Male,High School,6.0,2.13,0.33,0.28,1.82,5.54,7.44,135,15,1,1,Poor,4,24.22,7.35,39.03,32.77
319,18,Male,High School,5.72,1.53,1.03,0.0,2.58,7.35,11.0,136,458,0,1,Good,9,22.67,0.0,47.47,40.23
320,22,Male,High School,6.85,3.95,2.21,3.54,2.22,6.91,2.5,14,226,1,0,Good,5,31.39,13.77,37.22,45.48
321,16,Other,High School,6.7,1.29,3.43,3.02,2.11,7.93,7.48,79,208,0,1,Good,7,22.07,28.69,43.78,31.1
322,16,Male,High School,7.92,1.28,2.56,5.66,0.94,7.27,11.9,150,273,0,0,Poor,8,20.82,40.09,30.59,36.12
323,16,Female,High School,4.79,1.5,1.85,5.04,1.48,5.44,8.46,107,213,0,0,Poor,3,9.59,34.39,20.18,21.5
324,24,Other,High School,4.91,1.89,0.98,5.18,2.48,5.49,5.62,32,401,0,0,Good,8,17.69,26.73,32.21,33.0
325,16,Other,High School,4.93,2.43,3.42,4.28,0.54,5.62,11.31,89,0,1,0,Good,1,12.6,25.35,9.68,16.74
326,18,Male,High School,3.31,1.67,3.05,0.5,1.66,7.97,4.2,88,166,1,1,Poor,7,11.59,0.0,32.64,38.57
327,23,Male,High School,4.54,2.34,2.65,3.59,1.39,4.79,6.66,78,254,0,0,Poor,8,9.17,25.94,23.32,35.2
328,18,Other,High School,0.0,0.0,1.88,4.25,0.26,9.51,4.61,78,318,0,0,Good,8,0.0,0.0,5.23,12.84
329,16,Male,High School,3.15,2.66,1.21,3.05,2.05,4.44,3.9,91,229,1,0,Average,2,5.01,14.34,5.94,12.48
330,18,Female,High School,1.97,1.41,2.41,2.22,0.68,6.6,8.64,41,17,1,1,Good,1,9.91,8.72,4.28,5.57
331,16,Other,High School,2.76,3.81,2.61,4.45,3.08,6.05,7.81,39,101,1,1,Good,9,1.4,15.3,22.25,20.66
332,20,Female,High School,4.74,1.08,2.18,2.34,0.5,9.1,8.38,94,260,0,1,Good,4,21.29,2.79,22.97,27.64
333,19,Male,High School,4.67,2.7,3.23,4.72,2.1,5.71,5.84,43,220,0,1,Average,3,12.54,20.22,12.23,19.31
334,18,Male,High School,2.96,0.0,2.04,4.34,1.12,4.86,4.91,150,90,1,0,Average,1,7.38,21.72,4.5,12.91
335,22,Male,High School,6.2,1.14,2.45,4.58,2.31,5.99,6.92,59,67,1,0,Poor,7,8.25,38.7,44.23,42.0
336,23,Male,High School,2.52,2.04,2.3,2.99,1.42,6.01,6.59,95,397,1,1,Average,3,11.05,35.4,11.38,9.91
337,19,Other,High School,10.0,2.63,1.77,2.5,0.93,9.93,8.05,86,335,0,0,Good,5,29.96,0.0,57.44,55.79
338,19,Other,High School,3.34,2.26,1.13,0.07,0.27,5.86,10.51,150,0,0,1,Average,7,10.75,9.47,20.43,27.24
339,23,Male,High School,5.81,1.04,2.55,2.24,1.8,6.47,3.73,104,390,1,0,Average,8,25.51,0.69,45.59,39.78
340,22,Other,High School,8.6,3.02,2.53,2.03,1.48,6.19,8.49,63,148,0,1,Average,4,33.12,12.62,38.57,32.48
341,22,Female,High School,3.41,1.93,1.2,1.84,1.91,6.5,8.47,63,0,0,0,Good,5,15.05,25.86,27.83,18.24
342,20,Female,High School,3.28,1.76,1.77,3.31,3.07,6.62,8.06,99,159,0,1,Poor,4,7.42,14.1,6.27,21.82
343,19,Male,High School,0.48,1.94,0.9,1.08,1.25,6.97,10.04,141,317,0,0,Average,9,0.99,11.81,8.51,9.63
344,24,Female,High School,6.64,1.36,2.4,2.36,0.0,5.71,5.14,125,309,1,1,Good,5,16.82,4.27,36.5,36.81
345,18,Female,High School,9.78,0.88,2.47,3.28,1.54,7.85,8.31,133,423,1,0,Good,9,29.73,18.89,52.6,56.92
346,18,Female,High School,4.76,0.55,0.0,2.26,0.98,5.45,5.56,41,203,1,0,Average,4,16.46,11.13,28.08,21.3
347,16,Female,High School,5.2,2.28,3.69,0.44,1.82,6.94,4.51,46,135,1,1,Average,4,2.4,9.25,29.25,29.74
348,18,Other,High School,3.85,2.02,2.4,3.38,1.33,6.66,4.12,150,244,1,0,Poor,7,5.4,13.27,13.1,20.3
349,19,Male,High School,2.94,3.24,3.62,2.96,2.7,7.31,1.42,116,361,1,0,Average,1,10.54,14.0,14.66,10.18
350,16,Female,High School,4.55,0.98,0.93,3.31,1.09,6.41,6.03,80,250,0,0,Average,3,14.19,8.62,29.37,26.14
351,18,Female,High School,2.56,0.0,3.22,2.9,1.82,9.25,5.81,132,0,1,0,Good,10,8.89,15.92,18.63,21.1
352,19,Female,High School,5.78,1.35,3.46,2.04,1.4,8.09,2.59,51,196,0,0,Poor,6,16.16,8.03,30.29,28.66
353,24,Female,High School,4.16,0.74,1.81,3.99,2.87,7.72,6.63,136,29,1,0,Good,8,5.71,15.94,25.07,21.63
354,24,Male,High School,7.33,4.48,2.91,1.26,1.16,8.12,4.79,67,88,0,1,Good,3,26.7,0.0,27.79,32.22
355,16,Other,High School,4.9,1.44,2.61,0.0,2.15,7.77,6.65,119,240,1,1,Poor,5,7.61,1.26,34.23,38.92
356,18,Female,High School,5.45,2.66,1.71,3.91,0.9,6.85,1.0,148,153,0,1,Poor,1,39.83,0.0,15.4,26.88
357,21,Female,High School,1.92,0.0,1.19,3.32,1.48,7.77,5.95,41,96,1,1,Poor,2,0.0,10.46,2.81,6.52
358,20,Male,High School,6.49,0.95,2.54,2.62,2.62,9.71,6.66,150,313,0,0,Average,2,14.89,10.2,36.43,38.91
359,21,Female,High School,1.94,3.09,1.93,2.55,0.0,7.9,7.39,77,225,1,1,Poor,2,9.16,1.2,9.48,12.39
360,22,Other,High School,6.23,2.6,0.68,4.22,1.47,4.13,8.27,56,241,1,0,Good,4,20.41,37.99,25.83,15.02
361,18,Female,High School,5.91,1.92,2.19,1.1,1.07,4.22,8.33,150,87,1,0,Good,2,20.92,20.66,28.8,37.32
362,21,Other,High School,3.61,1.24,2.71,3.93,1.75,7.37,8.43,9,380,0,0,Good,10,0.0,16.75,30.85,31.71
363,20,Female,High School,4.91,0.94,3.62,1.82,1.1,6.42,7.57,10,254,0,0,Average,8,14.59,13.78,29.81,30.56
364,16,Male,High School,3.19,2.84,0.0,1.81,1.38,5.71,9.73,59,184,1,0,Good,7,16.7,16.47,13.97,19.34
365,20,Male,High School,7.09,2.61,1.75,3.2,2.11,7.38,5.98,48,0,0,1,Poor,10,26.39,10.95,41.81,44.39
366,16,Female,High School,7.04,1.94,2.29,0.75,2.39,5.72,10.42,47,295,0,1,Poor,10,20.48,20.18,43.43,44.37
367,17,Other,High School,7.31,0.6,1.26,4.71,2.17,5.29,7.09,150,153,0,0,Average,6,19.73,25.62,29.21,46.26
368,16,Female,High School,5.81,2.04,0.04,1.49,1.65,7.28,8.92,58,181,0,0,Good,3,14.46,7.93,35.68,31.09
369,17,Male,High School,3.61,3.01,0.05,3.2,0.57,9.14,7.04,33,213,1,0,Poor,10,18.96,0.0,28.14,29.06
370,24,Male,High School,0.06,0.0,1.84,3.99,2.76,6.8,8.77,122,123,0,0,Good,5,0.0,28.29,6.43,6.61
371,22,Female,High School,4.11,2.31,0.81,3.99,2.84,9.21,5.24,0,146,0,1,Poor,4,13.23,0.0,21.13,12.96
372,18,Female,High School,3.1,2.15,1.06,1.9,0.79,7.27,8.29,0,171,1,1,Average,6,16.27,3.35,20.17,11.74
373,24,Other,High School,0.89,1.57,1.22,2.31,1.79,7.17,5.42,43,158,0,0,Average,10,0.0,8.21,7.47,14.61
374,16,Other,High School,6.08,0.77,2.54,3.65,1.91,6.1,4.04,67,246,1,0,Good,4,23.36,0.37,34.48,37.73
375,17,Female,High School,5.0,1.62,2.23,4.63,1.75,7.43,6.66,111,277,1,1,Average,7,11.04,29.43,24.84,28.91
376,19,Other,High School,3.28,3.92,2.52,0.12,0.19,6.51,8.68,64,0,1,1,Average,8,23.6,0.0,28.73,38.28
377,16,Other,High School,3.19,2.88,2.81,3.85,1.03,7.28,8.26,64,206,0,0,Poor,2,9.54,23.09,9.52,11.09
378,18,Other,High School,5.02,1.84,2.76,2.97,1.19,5.71,6.29,94,451,0,1,Good,7,11.66,9.32,28.16,35.24
379,20,Male,High School,4.6,2.27,1.65,1.74,2.22,6.23,4.22,35,141,1,0,Average,6,24.71,0.0,24.25,29.32
380,21,Female,High School,5.73,1.41,2.54,3.49,2.85,5.89,7.48,110,205,1,1,Poor,3,14.38,27.94,35.05,39.51
381,21,Other,High School,4.94,3.38,0.66,2.01,1.99,7.87,6.73,26,236,1,0,Good,1,21.17,0.0,19.86,17.64
382,25,Male,High School,1.53,0.1,1.76,3.12,0.73,6.98,8.88,78,376,1,1,Good,4,0.0,10.1,8.2,5.32
383,19,Female,High School,5.43,0.63,1.12,3.51,1.04,5.1,8.32,29,217,0,0,Average,5,12.18,24.67,23.9,36.68
384,22,Other,High School,3.48,2.56,1.53,2.21,0.15,6.57,5.24,128,137,1,1,Good,3,12.09,5.73,9.54,27.07
385,21,Female,High School,3.55,3.25,3.35,2.29,0.52,4.76,5.86,107,500,1,0,Poor,7,11.21,21.53,17.92,17.75
386,21,Female,High School,5.71,0.95,2.47,0.45,2.46,8.09,6.22,131,409,0,0,Poor,10,20.37,0.0,39.41,50.1
387,18,Other,High School,4.17,2.74,3.13,4.45,2.88,7.99,7.93,100,25,1,1,Average,8,10.86,27.37,22.75,17.19
388,20,Female,High School,4.74,1.17,1.13,1.9,2.39,8.33,5.63,54,0,1,1,Good,2,21.72,5.82,31.13,29.42
389,22,Male,High School,4.65,1.96,0.9,3.4,0.13,7.93,2.49,111,23,1,0,Poor,7,17.09,0.0,32.36,24.09
390,19,Other,High School,6.37,1.47,1.19,1.56,0.32,5.89,6.2,39,135,0,0,Poor,6,25.68,8.25,37.11,37.56
391,22,Female,High School,5.64,4.01,1.4,3.97,2.13,6.78,4.32,119,290,1,1,Average,5,23.47,3.61,36.38,22.56
392,19,Female,High School,5.79,2.32,2.55,1.32,1.75,7.77,9.04,128,251,0,1,Good,9,20.9,9.59,39.03,44.75
393,17,Female,High School,3.28,1.83,2.79,4.24,2.89,8.08,4.55,108,188,0,0,Average,9,6.03,15.78,24.9,25.16
394,16,Male,High School,6.42,2.07,2.19,1.83,1.55,7.67,6.85,36,287,1,1,Good,8,20.43,0.0,44.86,29.34
395,17,Other,High School,6.12,3.51,0.77,1.63,1.64,5.69,4.77,41,120,1,0,Good,7,21.01,3.88,33.64,39.88
396,20,Male,High School,5.34,2.65,2.47,5.21,0.23,6.54,7.31,95,203,1,1,Good,4,16.56,29.69,22.37,37.86
397,19,Female,High School,2.4,0.93,1.96,2.32,0.22,7.03,2.22,8,226,0,1,Poor,6,10.41,0.0,11.86,18.34
398,21,Female,High School,2.97,0.67,3.05,3.36,2.71,5.72,7.28,105,63,0,0,Good,10,3.9,29.31,22.3,21.6
399,18,Male,High School,2.48,0.06,3.46,2.1,1.35,4.11,8.64,50,185,1,0,Average,1,11.41,30.95,5.1,2.09
400,21,Male,High School,6.6,2.37,2.4,1.89,3.29,7.21,14.0,150,444,0,1,Poor,3,28.92,46.81,30.61,47.75
401,18,Female,High School,5.73,2.12,1.73,0.78,1.45,7.51,5.17,27,268,0,1,Poor,10,24.99,0.0,45.02,40.78
402,24,Female,High School,5.15,0.68,1.32,2.66,2.17,7.73,9.19,0,466,0,1,Good,9,12.09,21.38,31.69,29.01
403,18,Male,High School,2.68,0.97,1.67,3.67,2.17,5.49,7.59,121,158,1,1,Good,6,12.18,29.18,2.31,9.65
404,22,Other,High School,8.68,2.8,3.19,3.83,2.09,8.06,1.03,115,190,0,1,Average,8,21.02,0.0,56.83,35.67
405,19,Female,High School,5.32,1.41,0.98,4.39,1.92,9.3,5.74,150,0,1,1,Good,3,11.55,0.0,16.9,21.85
406,17,Male,High School,3.0,0.71,2.05,4.91,0.92,6.79,3.42,48,0,1,1,Good,3,0.0,1.58,8.88,7.81
